head,relation,tail
POST_180,postedAtHour,8
POST_180,postedAtMonth,Oct
POST_180,postedAtYear,2025
POST_19,hasHashtag,#deeptisharma
POST_19,hasHashtag,#durgaashtami
POST_19,hasHashtag,#iccwomensworldcup
POST_19,hasHashtag,#indvssl
POST_19,hasHashtag,#wcwc25
POST_19,hasHashtag,#womensworldcup2025
POST_19,hasKeyword,cricket world cup
POST_19,hasKeyword,cwc
POST_19,hasKeyword,cwc25
POST_19,hasKeyword,world cup
POST_19,hasKeyword,world cup 2025
POST_19,hasNumber,2025
POST_19,hasSentiment,sent_neutral
POST_19,isAboutEvent,2025
POST_19,isAboutEvent,Cricket
POST_19,isAboutEvent,Cup
POST_19,isAboutEvent,World
POST_19,mentionsEntity,Cricket World Cup
POST_19,mentionsEntity,Deepti Sharma
POST_19,mentionsEntity,Match
POST_19,mentionsEntity,Player
POST_19,mentionsEntity,Sri Lanka
POST_19,mentionsEntity,Women
POST_19,mentionsEntity,deepti sharma
POST_19,mentionsEntity,icc women
POST_19,mentionsEntity,player of
POST_19,mentionsEntity,s cricket
POST_19,mentionsEntity,sri lanka
POST_19,mentionsEntity,the match
POST_19,mentionsEntity,world cup
POST_19,postedAtHour,8
POST_19,postedAtMonth,Sep
POST_19,postedAtYear,2025
POST_2,hasSentiment,sent_neutral
POST_2,isAboutEvent,None
POST_2,postedAtHour,12
POST_2,postedAtMonth,Oct
POST_2,postedAtYear,2025
POST_20,hasNumber,2025/
POST_20,hasNumber,300
POST_20,hasNumber,35
POST_20,hasSentiment,sent_neutral
POST_20,isAboutEvent,None
POST_20,mentionsEntity,England
POST_20,mentionsEntity,and why
POST_20,mentionsEntity,as a
POST_20,mentionsEntity,fuck it
POST_20,mentionsEntity,helping england
POST_20,mentionsEntity,his bat
POST_20,mentionsEntity,i appreciated
POST_20,mentionsEntity,in a
POST_20,mentionsEntity,josbuttlertalking so
POST_20,mentionsEntity,new ambitions
POST_20,mentionsEntity,of captaincy
POST_20,mentionsEntity,of his
POST_20,mentionsEntity,openly about
POST_20,mentionsEntity,shedding that
POST_20,mentionsEntity,still says
POST_20,mentionsEntity,the death
POST_20,mentionsEntity,the pain
POST_20,mentionsEntity,the passing
POST_20,mentionsEntity,world first
POST_20,mentionsUser,josbuttlertalking
POST_20,postedAtHour,8
POST_20,postedAtMonth,Sep
POST_20,postedAtYear,2025
POST_21,hasHashtag,#amanjot
POST_21,hasHashtag,#cricket
POST_21,hasHashtag,#cup
POST_21,hasHashtag,#deepti
POST_21,hasHashtag,#icc
POST_21,hasHashtag,#impresionan
POST_21,hasHashtag,#india
POST_21,hasHashtag,#kaur
POST_21,hasHashtag,#lanka
POST_21,hasHashtag,#mientras
POST_21,hasHashtag,#partido
POST_21,hasHashtag,#primer
POST_21,hasHashtag,#sharma
POST_21,hasHashtag,#sri
POST_21,hasHashtag,#venci
POST_21,hasHashtag,#wom
POST_21,hasKeyword,cricket world cup
POST_21,hasKeyword,world cup
POST_21,hasKeyword,world cup 2025
POST_21,hasNumber,2025
POST_21,hasSentiment,sent_neutral
POST_21,isAboutEvent,2025
POST_21,isAboutEvent,Cricket
POST_21,isAboutEvent,Cup
POST_21,isAboutEvent,World
POST_21,mentionsEntity,Amanjot
POST_21,mentionsEntity,Amanjot Kaur
POST_21,mentionsEntity,Cricket World Cup
POST_21,mentionsEntity,Cup
POST_21,mentionsEntity,Deepti
POST_21,mentionsEntity,Deepti Sharma
POST_21,mentionsEntity,India
POST_21,mentionsEntity,Kaur
POST_21,mentionsEntity,Lanka
POST_21,mentionsEntity,Partido
POST_21,mentionsEntity,Sharma
POST_21,mentionsEntity,Sri
POST_21,mentionsEntity,Sri Lanka
POST_21,mentionsEntity,Women
POST_21,mentionsEntity,a sri
POST_21,mentionsEntity,deepti sharma
POST_21,mentionsEntity,el primer
POST_21,mentionsEntity,icc women
POST_21,mentionsEntity,kaur impresionan
POST_21,mentionsEntity,lanka en
POST_21,mentionsEntity,mientras india
POST_21,mentionsEntity,s cricket
POST_21,mentionsEntity,world cup
POST_21,mentionsEntity,y amanjot
POST_21,postedAtHour,7
POST_21,postedAtMonth,Sep
POST_21,postedAtYear,2025
POST_22,hasHashtag,#assamproved
POST_22,hasHashtag,#guwahatigoosebumps
POST_22,hasHashtag,#zubeen_gargwas
POST_22,hasKeyword,cricket world cup
POST_22,hasKeyword,world cup
POST_22,hasKeyword,world cup 2025
POST_22,hasNumber,09
POST_22,hasNumber,2024
POST_22,hasNumber,2025
POST_22,hasNumber,30
POST_22,hasSentiment,sent_neutral
POST_22,isAboutEvent,2025
POST_22,isAboutEvent,Cricket
POST_22,isAboutEvent,Cup
POST_22,isAboutEvent,World
POST_22,mentionsEntity,Funeral
POST_22,mentionsEntity,Opening
POST_22,mentionsEntity,People
POST_22,mentionsEntity,Proved
POST_22,mentionsEntity,Thank
POST_22,mentionsEntity,Women Cricket World Cup
POST_22,mentionsEntity,assamproved at
POST_22,mentionsEntity,cricket world
POST_22,mentionsEntity,icc women
POST_22,mentionsEntity,in the
POST_22,mentionsEntity,largest gathering
POST_22,mentionsEntity,occurred proved
POST_22,mentionsEntity,opening match
POST_22,mentionsEntity,people of
POST_22,mentionsEntity,thank you
POST_22,mentionsEntity,the time
POST_22,mentionsEntity,veins of
POST_22,mentionsEntity,when world
POST_22,mentionsUser,shreyaghoshal
POST_22,postedAtHour,7
POST_22,postedAtMonth,Sep
POST_22,postedAtYear,2025
POST_23,hasHashtag,#cwc25
POST_23,hasKeyword,cwc
POST_23,hasKeyword,cwc25
POST_23,hasNumber,1
POST_23,hasNumber,2025
POST_23,hasNumber,5
POST_23,hasNumber,7
POST_23,hasNumber,9
POST_23,hasSentiment,sent_neutral
POST_23,isAboutEvent,2025
POST_23,isAboutEvent,Cricket
POST_23,isAboutEvent,Cup
POST_23,isAboutEvent,World
POST_23,mentionsEntity,Cricket Women
POST_23,mentionsEntity,Guwahati
POST_23,mentionsEntity,India
POST_23,mentionsEntity,World Cup
POST_23,mentionsEntity,bccifeliciated the
POST_23,mentionsEntity,before the
POST_23,mentionsEntity,cricket women
POST_23,mentionsEntity,cup opener
POST_23,mentionsEntity,former india
POST_23,mentionsEntity,in guwahati
POST_23,mentionsEntity,s cricket
POST_23,mentionsEntity,s from
POST_23,mentionsEntity,s world
POST_23,mentionsEntity,start of
POST_23,mentionsEntity,team captain
POST_23,mentionsUser,bccifeliciated
POST_23,postedAtHour,7
POST_23,postedAtMonth,Sep
POST_23,postedAtYear,2025
POST_24,hasHashtag,#cricketworldcup
POST_24,hasHashtag,#globalgisthq
POST_24,hasHashtag,#womenscricket
POST_24,hasKeyword,cricket world cup
POST_24,hasKeyword,cricketworldcup
POST_24,hasKeyword,world cup
POST_24,hasKeyword,world cup 2025
POST_24,hasNumber,2025
POST_24,hasSentiment,sent_neutral
POST_24,isAboutEvent,2025
POST_24,isAboutEvent,Cricket
POST_24,isAboutEvent,Cup
POST_24,isAboutEvent,World
POST_24,mentionsEntity,Cricket World Cup
POST_24,mentionsEntity,India
POST_24,mentionsEntity,The Women
POST_24,mentionsEntity,begins today
POST_24,mentionsEntity,expecting thrilling
POST_24,mentionsEntity,in india
POST_24,mentionsEntity,making performances
POST_24,mentionsEntity,matches and
POST_24,mentionsEntity,s cricket
POST_24,mentionsEntity,the women
POST_24,mentionsEntity,world cup
POST_24,postedAtHour,7
POST_24,postedAtMonth,Sep
POST_24,postedAtYear,2025
POST_25,hasHashtag,#cwc2025
POST_25,hasHashtag,#inspirationinblue
POST_25,hasKeyword,cricket world cup
POST_25,hasKeyword,cwc
POST_25,hasKeyword,cwc2025
POST_25,hasKeyword,world cup
POST_25,hasKeyword,world cup 2025
POST_25,hasNumber,2025
POST_25,hasNumber,59
POST_25,hasSentiment,sent_positive
POST_25,isAboutEvent,2025
POST_25,isAboutEvent,Cricket
POST_25,isAboutEvent,Cup
POST_25,isAboutEvent,World
POST_25,mentionsEntity,Cricket World Cup
POST_25,mentionsEntity,India Women
POST_25,mentionsEntity,Sri Lanka
POST_25,mentionsEntity,a commanding
POST_25,mentionsEntity,india women
POST_25,mentionsEntity,lanka in
POST_25,mentionsEntity,over sri
POST_25,mentionsEntity,run win
POST_25,mentionsEntity,seal a
POST_25,mentionsEntity,the cricket
POST_25,mentionsEntity,world cup
POST_25,postedAtHour,7
POST_25,postedAtMonth,Sep
POST_25,postedAtYear,2025
POST_26,hasKeyword,cricket world cup
POST_26,hasKeyword,world cup
POST_26,hasKeyword,world cup 2025
POST_26,hasNumber,2025
POST_26,hasSentiment,sent_neutral
POST_26,isAboutEvent,2025
POST_26,isAboutEvent,Cricket
POST_26,isAboutEvent,Cup
POST_26,isAboutEvent,World
POST_26,mentionsEntity,Amanjot Kaur
POST_26,mentionsEntity,Cricket World Cup
POST_26,mentionsEntity,Deepti Sharma
POST_26,mentionsEntity,India
POST_26,mentionsEntity,Sri Lanka
POST_26,mentionsEntity,Women
POST_26,mentionsEntity,and amanjot
POST_26,mentionsEntity,as india
POST_26,mentionsEntity,beat sri
POST_26,mentionsEntity,deepti sharma
POST_26,mentionsEntity,icc women
POST_26,mentionsEntity,kaur impress
POST_26,mentionsEntity,lanka in
POST_26,mentionsEntity,s cricket
POST_26,mentionsEntity,world cup
POST_26,postedAtHour,7
POST_26,postedAtMonth,Sep
POST_26,postedAtYear,2025
POST_27,hasHashtag,#iccwomensworldcup2025
POST_27,hasHashtag,#indvsl
POST_27,hasKeyword,cricket world cup
POST_27,hasKeyword,world cup
POST_27,hasNumber,2025
POST_27,hasNumber,59
POST_27,hasSentiment,sent_positive
POST_27,isAboutEvent,2025
POST_27,isAboutEvent,Cricket
POST_27,isAboutEvent,Cup
POST_27,isAboutEvent,World
POST_27,mentionsEntity,Cricket World Cup
POST_27,mentionsEntity,India
POST_27,mentionsEntity,Sri Lanka
POST_27,mentionsEntity,The
POST_27,mentionsEntity,Women
POST_27,mentionsEntity,a thrilling
POST_27,mentionsEntity,claiming a
POST_27,mentionsEntity,got underway
POST_27,mentionsEntity,lanka in
POST_27,mentionsEntity,over sri
POST_27,mentionsEntity,run victory
POST_27,mentionsEntity,s cricket
POST_27,mentionsEntity,with india
POST_27,mentionsEntity,world cup
POST_27,postedAtHour,7
POST_27,postedAtMonth,Sep
POST_27,postedAtYear,2025
POST_28,hasKeyword,world cup
POST_28,hasSentiment,sent_positive
POST_28,isAboutEvent,2025
POST_28,isAboutEvent,Cricket
POST_28,isAboutEvent,Cup
POST_28,isAboutEvent,World
POST_28,mentionsEntity,Congratulations Team India
POST_28,mentionsEntity,Women
POST_28,mentionsEntity,World Cup Cricket
POST_28,mentionsEntity,congratulations team
POST_28,mentionsEntity,cricket game
POST_28,mentionsEntity,inaugural women
POST_28,mentionsEntity,india on
POST_28,mentionsEntity,s odi
POST_28,mentionsEntity,winning the
POST_28,mentionsEntity,world cup
POST_28,postedAtHour,7
POST_28,postedAtMonth,Sep
POST_28,postedAtYear,2025
POST_29,hasHashtag,#cricket
POST_29,hasHashtag,#cwc25
POST_29,hasHashtag,#indvsl
POST_29,hasHashtag,#sakalnews
POST_29,hasHashtag,#sakalsportsesakal
POST_29,hasHashtag,#teamindia
POST_29,hasKeyword,cwc
POST_29,hasKeyword,cwc25
POST_29,hasNumber,२०२५
POST_29,hasSentiment,sent_neutral
POST_29,isAboutEvent,2025
POST_29,isAboutEvent,Cricket
POST_29,isAboutEvent,Cup
POST_29,isAboutEvent,World
POST_29,mentionsEntity,Cricket
POST_29,postedAtHour,7
POST_29,postedAtMonth,Sep
POST_29,postedAtYear,2025
POST_3,hasKeyword,cricket world cup
POST_3,hasKeyword,world cup
POST_3,hasNumber,1973
POST_3,hasNumber,2022
POST_3,hasNumber,2025
POST_3,hasSentiment,sent_positive
POST_3,isAboutEvent,2025
POST_3,isAboutEvent,Cricket
POST_3,isAboutEvent,Cup
POST_3,isAboutEvent,World
POST_3,mentionsEntity,All
POST_3,mentionsEntity,Cricket World Cup Winners
POST_3,mentionsEntity,Drop
POST_3,mentionsEntity,Now
POST_3,mentionsEntity,Who
POST_3,mentionsEntity,Women
POST_3,mentionsEntity,all icc
POST_3,mentionsEntity,be crowned
POST_3,mentionsEntity,champion in
POST_3,mentionsEntity,drop your
POST_3,mentionsEntity,now the
POST_3,mentionsEntity,predictions below
POST_3,mentionsEntity,question is
POST_3,mentionsEntity,s cricket
POST_3,mentionsEntity,who will
POST_3,mentionsEntity,world cup
POST_3,postedAtHour,12
POST_3,postedAtMonth,Oct
POST_3,postedAtYear,2025
POST_30,hasHashtag,#amanjotkaur
POST_30,hasHashtag,#cricket
POST_30,hasHashtag,#cricketnews
POST_30,hasHashtag,#crickettwitter
POST_30,hasHashtag,#cwc2025
POST_30,hasHashtag,#deeptisharma
POST_30,hasHashtag,#guwahati
POST_30,hasHashtag,#harmanpreetkaur
POST_30,hasHashtag,#indwvsslw
POST_30,hasHashtag,#slw
POST_30,hasHashtag,#smritimandhana
POST_30,hasKeyword,cwc
POST_30,hasKeyword,cwc2025
POST_30,hasKeyword,world cup
POST_30,hasNumber,2025
POST_30,hasNumber,59
POST_30,hasSentiment,sent_neutral
POST_30,isAboutEvent,2025
POST_30,isAboutEvent,Cricket
POST_30,isAboutEvent,Cup
POST_30,isAboutEvent,World
POST_30,mentionsEntity,Amanjot
POST_30,mentionsEntity,Cricket
POST_30,mentionsEntity,Deepti
POST_30,mentionsEntity,Guwahati
POST_30,mentionsEntity,Indian
POST_30,mentionsEntity,Sri
POST_30,mentionsEntity,World
POST_30,mentionsEntity,act helps
POST_30,mentionsEntity,amanjot rescue
POST_30,mentionsEntity,indian women
POST_30,mentionsEntity,odi world
POST_30,mentionsEntity,runs in
POST_30,mentionsEntity,sri by
POST_30,mentionsEntity,to beat
POST_30,postedAtHour,7
POST_30,postedAtMonth,Sep
POST_30,postedAtYear,2025
POST_31,hasHashtag,#cricket
POST_31,hasHashtag,#cwc25
POST_31,hasHashtag,#indvsl
POST_31,hasHashtag,#sakalnews
POST_31,hasHashtag,#sakalsportsesakal
POST_31,hasHashtag,#teamindia
POST_31,hasKeyword,cwc
POST_31,hasKeyword,cwc25
POST_31,hasNumber,२०२५
POST_31,hasSentiment,sent_neutral
POST_31,isAboutEvent,2025
POST_31,isAboutEvent,Cricket
POST_31,isAboutEvent,Cup
POST_31,isAboutEvent,World
POST_31,mentionsEntity,Cricket
POST_31,postedAtHour,7
POST_31,postedAtMonth,Sep
POST_31,postedAtYear,2025
POST_32,hasHashtag,#bcci
POST_32,hasHashtag,#cricket
POST_32,hasHashtag,#cwc25
POST_32,hasHashtag,#icc
POST_32,hasHashtag,#indiancricket
POST_32,hasHashtag,#teamindia
POST_32,hasHashtag,#womenscricket
POST_32,hasHashtag,#womensworldcup
POST_32,hasKeyword,cwc
POST_32,hasKeyword,cwc25
POST_32,hasKeyword,world cup
POST_32,hasKeyword,world cup 2025
POST_32,hasNumber,2025
POST_32,hasSentiment,sent_positive
POST_32,isAboutEvent,2025
POST_32,isAboutEvent,Cricket
POST_32,isAboutEvent,Cup
POST_32,isAboutEvent,World
POST_32,mentionsEntity,Cricket
POST_32,mentionsEntity,Team India
POST_32,mentionsEntity,Women
POST_32,mentionsEntity,World Cup
POST_32,mentionsEntity,a day
POST_32,mentionsEntity,cup campaign
POST_32,mentionsEntity,filled with
POST_32,mentionsEntity,highs for
POST_32,mentionsEntity,icc odi
POST_32,mentionsEntity,s world
POST_32,mentionsEntity,start off
POST_32,mentionsEntity,team india
POST_32,mentionsEntity,their world
POST_32,mentionsEntity,with a
POST_32,postedAtHour,7
POST_32,postedAtMonth,Sep
POST_32,postedAtYear,2025
POST_33,hasHashtag,#iccwomensworldcup2025
POST_33,hasHashtag,#indvsslw
POST_33,hasSentiment,sent_neutral
POST_33,isAboutEvent,None
POST_33,postedAtHour,7
POST_33,postedAtMonth,Sep
POST_33,postedAtYear,2025
POST_34,hasHashtag,#cwc25kicks
POST_34,hasHashtag,#womenscricket
POST_34,hasHashtag,#wwc25thepunterspage
POST_34,hasKeyword,cwc
POST_34,hasKeyword,cwc25
POST_34,hasSentiment,sent_neutral
POST_34,isAboutEvent,2025
POST_34,isAboutEvent,Cricket
POST_34,isAboutEvent,Cup
POST_34,isAboutEvent,World
POST_34,mentionsEntity,And
POST_34,mentionsEntity,Can India
POST_34,mentionsEntity,Jonathan Askew
POST_34,mentionsEntity,Sri Lanka
POST_34,mentionsEntity,The
POST_34,mentionsEntity,advantage all
POST_34,mentionsEntity,and could
POST_34,mentionsEntity,betting tips
POST_34,mentionsEntity,biggest surprise
POST_34,mentionsEntity,breaks down
POST_34,mentionsEntity,can india
POST_34,mentionsEntity,jonathan askew
POST_34,mentionsEntity,off tomorrow
POST_34,mentionsEntity,ride home
POST_34,mentionsEntity,spring the
POST_34,mentionsEntity,sri lanka
POST_34,mentionsEntity,the way
POST_34,mentionsEntity,to the
POST_34,postedAtHour,6
POST_34,postedAtMonth,Sep
POST_34,postedAtYear,2025
POST_35,hasHashtag,#indiancricket
POST_35,hasHashtag,#indvsslw
POST_35,hasHashtag,#indvssrilanka
POST_35,hasHashtag,#womenscricket
POST_35,hasHashtag,#womensworldcup
POST_35,hasHashtag,#womensworldcup2025
POST_35,hasKeyword,cricket world cup
POST_35,hasKeyword,world cup
POST_35,hasKeyword,world cup 2025
POST_35,hasNumber,2025
POST_35,hasSentiment,sent_neutral
POST_35,isAboutEvent,2025
POST_35,isAboutEvent,Cricket
POST_35,isAboutEvent,Cup
POST_35,isAboutEvent,World
POST_35,mentionsEntity,Cricket World Cup
POST_35,mentionsEntity,India
POST_35,mentionsEntity,Women
POST_35,mentionsEntity,flyer in
POST_35,mentionsEntity,india women
POST_35,mentionsEntity,s cricket
POST_35,mentionsEntity,team off
POST_35,mentionsEntity,the icc
POST_35,mentionsEntity,to a
POST_35,mentionsEntity,world cup
POST_35,postedAtHour,6
POST_35,postedAtMonth,Sep
POST_35,postedAtYear,2025
POST_36,hasHashtag,#indvsslindianexpress
POST_36,hasHashtag,#womensworldcup
POST_36,hasKeyword,world cup
POST_36,hasKeyword,world cup opener
POST_36,hasNumber,59
POST_36,hasSentiment,sent_positive
POST_36,isAboutEvent,2025
POST_36,isAboutEvent,Cricket
POST_36,isAboutEvent,Cup
POST_36,isAboutEvent,World
POST_36,mentionsEntity,All
POST_36,mentionsEntity,Deepti Sharma
POST_36,mentionsEntity,India
POST_36,mentionsEntity,Sri Lanka
POST_36,mentionsEntity,World Cup
POST_36,mentionsEntity,cup opener
POST_36,mentionsEntity,india to
POST_36,mentionsEntity,lanka in
POST_36,mentionsEntity,odi world
POST_36,mentionsEntity,over sri
POST_36,mentionsEntity,round deepti
POST_36,mentionsEntity,run win
POST_36,mentionsEntity,sharma leads
POST_36,mentionsUser,vinayakkm
POST_36,postedAtHour,6
POST_36,postedAtMonth,Sep
POST_36,postedAtYear,2025
POST_37,hasSentiment,sent_positive
POST_37,isAboutEvent,None
POST_37,mentionsEntity,Amanjot
POST_37,mentionsEntity,Deepti
POST_37,mentionsEntity,India
POST_37,mentionsEntity,act gets
POST_37,mentionsEntity,ind vs
POST_37,mentionsEntity,india off
POST_37,mentionsEntity,round rescue
POST_37,mentionsEntity,s all
POST_37,mentionsEntity,to winning
POST_37,postedAtHour,6
POST_37,postedAtMonth,Sep
POST_37,postedAtYear,2025
POST_38,hasKeyword,world cup
POST_38,hasKeyword,world cup 2025
POST_38,hasNumber,2025
POST_38,hasNumber,3
POST_38,hasNumber,3/54
POST_38,hasNumber,53
POST_38,hasSentiment,sent_positive
POST_38,isAboutEvent,2025
POST_38,isAboutEvent,Cricket
POST_38,isAboutEvent,Cup
POST_38,isAboutEvent,World
POST_38,mentionsEntity,Are
POST_38,mentionsEntity,Deepti Sharma
POST_38,mentionsEntity,India Women
POST_38,mentionsEntity,Match
POST_38,mentionsEntity,Player
POST_38,mentionsEntity,She
POST_38,mentionsEntity,Sri Lanka Women
POST_38,mentionsEntity,Study
POST_38,mentionsEntity,Women
POST_38,mentionsEntity,World Cup
POST_38,mentionsEntity,a crucial
POST_38,mentionsEntity,a win
POST_38,mentionsEntity,against sri
POST_38,mentionsEntity,all aware
POST_38,mentionsEntity,and then
POST_38,mentionsEntity,are y
POST_38,mentionsEntity,cricket news
POST_38,mentionsEntity,deepti sharma
POST_38,mentionsEntity,exceptional all
POST_38,mentionsEntity,for her
POST_38,mentionsEntity,icc women
POST_38,mentionsEntity,in the
POST_38,mentionsEntity,india women
POST_38,mentionsEntity,lanka women
POST_38,mentionsEntity,m staying
POST_38,mentionsEntity,opening match
POST_38,mentionsEntity,player of
POST_38,mentionsEntity,round display
POST_38,mentionsEntity,s odi
POST_38,mentionsEntity,she scored
POST_38,mentionsEntity,started with
POST_38,mentionsEntity,thanks to
POST_38,mentionsEntity,that the
POST_38,mentionsEntity,the innings
POST_38,mentionsEntity,the match
POST_38,mentionsEntity,to rescue
POST_38,mentionsEntity,took a
POST_38,mentionsEntity,tournament has
POST_38,mentionsEntity,updated on
POST_38,mentionsEntity,was the
POST_38,mentionsEntity,with the
POST_38,mentionsEntity,women in
POST_38,mentionsEntity,world cup
POST_38,mentionsUser,blyckfella
POST_38,mentionsUser,cjsweb3
POST_38,mentionsUser,doskythegreat
POST_38,mentionsUser,e_r_e_b_u_s10
POST_38,mentionsUser,lincoln_drop
POST_38,mentionsUser,only1mzd
POST_38,mentionsUser,pec_ulia
POST_38,mentionsUser,sixr_cricket
POST_38,mentionsUser,tiiimbhoe
POST_38,mentionsUser,tobem_godnika
POST_38,postedAtHour,6
POST_38,postedAtMonth,Sep
POST_38,postedAtYear,2025
POST_39,hasHashtag,#cricket
POST_39,hasHashtag,#cwc25crickettimes
POST_39,hasHashtag,#women
POST_39,hasKeyword,cwc
POST_39,hasKeyword,cwc25
POST_39,hasKeyword,world cup
POST_39,hasKeyword,world cup 2025
POST_39,hasNumber,2025
POST_39,hasNumber,2025/09/
POST_39,hasNumber,59
POST_39,hasSentiment,sent_positive
POST_39,isAboutEvent,2025
POST_39,isAboutEvent,Cricket
POST_39,isAboutEvent,Cup
POST_39,isAboutEvent,World
POST_39,mentionsEntity,Barsapara Cricket Stadium
POST_39,mentionsEntity,Guwahati
POST_39,mentionsEntity,India
POST_39,mentionsEntity,Sri Lanka
POST_39,mentionsEntity,Women
POST_39,mentionsEntity,World Cup
POST_39,mentionsEntity,a dominant
POST_39,mentionsEntity,against sri
POST_39,mentionsEntity,campaign with
POST_39,mentionsEntity,cricket stadium
POST_39,mentionsEntity,india began
POST_39,mentionsEntity,lanka at
POST_39,mentionsEntity,run win
POST_39,mentionsEntity,s world
POST_39,mentionsEntity,the barsapara
POST_39,mentionsEntity,their icc
POST_39,postedAtHour,6
POST_39,postedAtMonth,Sep
POST_39,postedAtYear,2025
POST_4,hasHashtag,#googledoodledoodles
POST_4,hasKeyword,cricket world cup
POST_4,hasKeyword,world cup
POST_4,hasKeyword,world cup 2025
POST_4,hasNumber,2025
POST_4,hasSentiment,sent_neutral
POST_4,isAboutEvent,2025
POST_4,isAboutEvent,Cricket
POST_4,isAboutEvent,Cup
POST_4,isAboutEvent,World
POST_4,mentionsEntity,Begins
POST_4,mentionsEntity,Cricket World Cup
POST_4,mentionsEntity,Women
POST_4,mentionsEntity,s cricket
POST_4,mentionsEntity,world cup
POST_4,postedAtHour,12
POST_4,postedAtMonth,Oct
POST_4,postedAtYear,2025
POST_40,hasHashtag,#cricketnews
POST_40,hasHashtag,#indwvsslw
POST_40,hasKeyword,world cup
POST_40,hasKeyword,world cup 2025
POST_40,hasNumber,2025
POST_40,hasNumber,59
POST_40,hasSentiment,sent_neutral
POST_40,isAboutEvent,2025
POST_40,isAboutEvent,Cricket
POST_40,isAboutEvent,Cup
POST_40,isAboutEvent,World
POST_40,mentionsEntity,Cricketnews
POST_40,mentionsEntity,Highlights
POST_40,mentionsEntity,India Women
POST_40,mentionsEntity,Women
POST_40,mentionsEntity,World Cup
POST_40,mentionsEntity,india women
POST_40,mentionsEntity,indw vs
POST_40,mentionsEntity,s odi
POST_40,mentionsEntity,slw highlights
POST_40,mentionsEntity,won by
POST_40,mentionsEntity,world cup
POST_40,postedAtHour,6
POST_40,postedAtMonth,Sep
POST_40,postedAtYear,2025
POST_41,hasHashtag,#womensworldcup2025cricsprinter
POST_41,hasKeyword,cricket world cup
POST_41,hasKeyword,world cup
POST_41,hasKeyword,world cup 2025
POST_41,hasNumber,2025
POST_41,hasNumber,2025/10/01
POST_41,hasNumber,59
POST_41,hasSentiment,sent_positive
POST_41,isAboutEvent,2025
POST_41,isAboutEvent,Cricket
POST_41,isAboutEvent,Cup
POST_41,isAboutEvent,World
POST_41,mentionsEntity,India
POST_41,mentionsEntity,game of
POST_41,mentionsEntity,icc women
POST_41,mentionsEntity,india women
POST_41,mentionsEntity,runs in
POST_41,mentionsEntity,s cricket
POST_41,mentionsEntity,sealed the
POST_41,mentionsEntity,the opener
POST_41,mentionsEntity,victory by
POST_41,mentionsEntity,world cup
POST_41,postedAtHour,6
POST_41,postedAtMonth,Sep
POST_41,postedAtYear,2025
POST_42,hasHashtag,#cricket
POST_42,hasHashtag,#cwc25womencricket
POST_42,hasHashtag,#women
POST_42,hasKeyword,cwc
POST_42,hasKeyword,cwc25
POST_42,hasKeyword,world cup
POST_42,hasKeyword,world cup 2025
POST_42,hasNumber,2025
POST_42,hasNumber,2025/09/30
POST_42,hasNumber,59
POST_42,hasSentiment,sent_positive
POST_42,isAboutEvent,2025
POST_42,isAboutEvent,Cricket
POST_42,isAboutEvent,Cup
POST_42,isAboutEvent,World
POST_42,mentionsEntity,Barsapara Cricket Stadium
POST_42,mentionsEntity,Guwahati
POST_42,mentionsEntity,India
POST_42,mentionsEntity,Sri Lanka
POST_42,mentionsEntity,Women
POST_42,mentionsEntity,World Cup
POST_42,mentionsEntity,a dominant
POST_42,mentionsEntity,against sri
POST_42,mentionsEntity,campaign with
POST_42,mentionsEntity,cricket stadium
POST_42,mentionsEntity,india began
POST_42,mentionsEntity,lanka at
POST_42,mentionsEntity,run win
POST_42,mentionsEntity,s world
POST_42,mentionsEntity,the barsapara
POST_42,mentionsEntity,their icc
POST_42,postedAtHour,6
POST_42,postedAtMonth,Sep
POST_42,postedAtYear,2025
POST_43,hasHashtag,#womensworldcup
POST_43,hasKeyword,cricket world cup
POST_43,hasKeyword,world cup
POST_43,hasKeyword,world cup 2025
POST_43,hasNumber,2025
POST_43,hasSentiment,sent_neutral
POST_43,isAboutEvent,2025
POST_43,isAboutEvent,Cricket
POST_43,isAboutEvent,Cup
POST_43,isAboutEvent,World
POST_43,mentionsEntity,Cricket World Cup
POST_43,mentionsEntity,India
POST_43,mentionsEntity,Team India
POST_43,mentionsEntity,Women
POST_43,mentionsEntity,first match
POST_43,mentionsEntity,icc women
POST_43,mentionsEntity,of the
POST_43,mentionsEntity,s cricket
POST_43,mentionsEntity,s lionesses
POST_43,mentionsEntity,team india
POST_43,mentionsEntity,well done
POST_43,mentionsEntity,won the
POST_43,mentionsEntity,world cup
POST_43,postedAtHour,6
POST_43,postedAtMonth,Sep
POST_43,postedAtYear,2025
POST_44,hasHashtag,#amanjotkaur
POST_44,hasHashtag,#deeptisharma
POST_44,hasHashtag,#harleendeol
POST_44,hasHashtag,#harmanpreetkaur
POST_44,hasHashtag,#iccwomensworldcup2025
POST_44,hasHashtag,#indwvslw
POST_44,hasHashtag,#indwvsslw
POST_44,hasKeyword,cricketworldcup
POST_44,hasNumber,২০২৫
POST_44,hasSentiment,sent_neutral
POST_44,isAboutEvent,2025
POST_44,isAboutEvent,Cricket
POST_44,isAboutEvent,Cup
POST_44,isAboutEvent,World
POST_44,mentionsUser,bccibangla
POST_44,mentionsUser,cricketworldcup
POST_44,postedAtHour,6
